1364,1485,1500
1374,1495,1500
1384,1505,1500
1393,1514,1500
1403,1524,1500
1413,1534,1500
1423,1543,1500
1433,1553,1500
1444,1562,1500
1454,1571,1500
1464,1580,1500
1475,1589,1500
1485,1598,1500
1496,1607,1500
1507,1616,1500
1517,1625,1500
1528,1633,1500
1539,1642,1500
1550,1650,1500
1561,1658,1500
1572,1666,1500
1583,1674,1500
1594,1682,1500
1606,1689,1500
1617,1697,1500
1628,1704,1500
1640,1711,1500
1651,1718,1500
1663,1725,1500
1675,1732,1500
1686,1738,1500
1698,1745,1500
1710,1751,1500
1723,1757,1500
1735,1763,1500
1747,1768,1500
1760,1774,1500
1772,1779,1500
1785,1784,1500
1798,1789,1500
1811,1794,1500
1824,1799,1500
1838,1803,1500
1852,1807,1500
1866,1811,1500
1880,1815,1500
1895,1818,1500
1910,1822,1500
1926,1825,1500
1942,1828,1500
1959,1831,1500
